airtemperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,type_l,type_m,target
299.76231722579394,309.5689027858953,1900,22.735974985388427,226,True,False,1
302.8871216861354,311.5484009367419,2675,11.716119344280662,52,False,True,1
303.14886389709903,312.7251034559055,1258,60.436362941069326,212,True,False,1
302.4489807380947,310.8586276082248,1360,48.47513643723078,37,True,False,1
299.068682982882,309.5074731931528,1395,59.43539057539863,6,True,False,1
299.93703084114617,309.2370308411462,1381,53.91851542057309,212,True,False,1
301.64831432008884,310.9516856799111,1404,46.5964055836623,207,True,False,1
298.74634214640014,310.08292768300015,1370,53.292684292800246,226,True,False,1
301.68823356482795,310.2317326084395,1361,57.309913218764514,158,True,False,1
300.8458643898215,310.9673960092532,2463,13.466301995373406,174,True,False,1
302.7666037305419,311.8032263419212,1258,68.80265991679804,114,True,False,1
302.2906741211208,310.64533706056045,1354,51.30157187586661,158,True,False,1
301.771907730076,312.03766595384934,1242,61.83871422726335,211,True,False,1
303.23997152757556,311.498137815344,1344,52.396702717054524,96,True,False,1
299.22886458133223,309.478796191998,1516,34.53392617066288,211,True,False,1
303.47898646210353,311.97898646210353,1368,51.78925361135845,30,True,False,1
300.43578792534095,310.9396381245,1442,51.08992215772725,238,True,False,1
301.99047979153903,311.0678598436543,2693,11.828560625382826,27,False,True,1
301.96576344526784,310.51266287678567,1331,62.48191779482128,47,True,False,1
299.84444941182534,309.84370337254495,1376,54.85555058817466,204,True,False,1
302.3,311.4427995462199,1364,51.777419398701376,123,True,False,1
301.6590380225078,310.2025822921451,1267,59.621013033989755,195,True,False,1
301.3968845677568,311.04504171826346,1338,56.83200972254715,197,True,False,1
302.99406654050114,311.249319772902,1313,56.003704193822045,40,True,False,1
297.5561404251756,308.40245617007025,1458,56.475086812857946,207,True,False,1
302.6773162897675,312.37731628976746,1471,48.228115369766705,251,True,False,1
302.7,311.2216482686026,1447,45.654388593146535,211,True,False,1
298.03515820734964,308.8693755219599,2868,4.369375521959917,128,True,False,1
300.3238840141771,309.7298550177213,2593,12.588057992911462,138,True,False,1
302.8853387176511,311.053609691772,1312,53.87263886596189,40,True,False,1
302.4898468813303,311.83370937476553,1400,52.05613750656479,212,True,False,1
298.45068414054487,308.23916089603125,1309,67.63916089603127,66,True,False,1
302.51665407149505,311.00038752896063,1427,49.468705072842894,109,True,False,1
301.16272866125223,311.34236280324865,1560,36.10006606759222,211,False,True,1
303.5951054658042,311.99510546580416,1309,52.851054658041804,85,True,False,1
301.9000274778348,309.9,1310,54.73412103126374,193,True,False,1
302.2404953655076,310.3975231724619,1335,50.61733779276684,134,False,True,1
302.08196085995996,310.68196085995993,1326,46.05607442212259,207,True,False,1
302.2787969995041,310.4424060009918,1346,53.370376463056296,107,True,False,1
302.66414729067816,310.7089631773305,1369,47.48207364533908,11,True,False,1
302.67554126119427,310.41222936940284,1305,55.10216504477717,19,True,False,1
300.0236144525397,310.42746987834215,1374,61.78915663018078,92,True,False,1
301.4280314279664,310.16105566101714,1261,62.464193864405786,96,True,False,1
299.0285077898394,308.4876869176851,1505,33.01209034675287,208,True,False,1
300.44097033709056,309.2845935541147,1308,58.99492127734002,193,True,False,1
300.0702965443093,309.3852354910691,1310,66.47486917162826,71,True,False,1
301.95665064809555,310.62746395821506,1339,57.257892822628314,204,True,False,1
297.8129492997371,308.96546853403447,1403,64.18705070026292,0,True,False,1
300.2527950985782,309.95202403690143,1447,42.80289148128775,208,True,False,1
300.8780088721963,311.87946051474654,1335,57.07946051474658,193,True,False,1
302.46666531196325,312.5416662009874,1367,59.983333418002296,207,True,False,1
301.1690915364136,310.3539389757243,1268,63.993429290001714,147,True,False,1
300.6271033789795,309.83620683238837,1449,61.21841388806518,142,True,False,1
302.0557891946012,310.45114531383615,1310,56.68842161079759,40,True,False,1
300.2104150502906,311.00446359298166,1255,71.79814016959097,148,True,False,1
302.89660249074245,312.08264439582956,1256,66.66005099298863,232,True,False,1
298.10583390296216,308.6431937798775,1418,63.231525973953225,10,True,False,1
302.75803604296624,311.03402803341817,1340,51.00416820050904,167,True,False,1
298.8303017019908,310.00605908798946,1551,34.31091011560711,207,True,False,1
301.74775019282293,309.70774071217437,1441,45.36773123152582,232,True,False,1
297.9604357930709,309.09546303013786,1391,61.85027237066933,71,True,False,1
301.7408524152158,310.62609146968003,1360,66.12172559095984,73,True,False,1
302.5465937794589,310.94659377945885,1331,48.680109330811696,114,True,False,1
300.6815281451429,311.8952042267563,1371,59.91296484349575,211,True,False,1
301.1791790098292,310.63852378648124,1459,59.04278666021475,158,True,False,1
303.3287950474784,311.5434534599424,1364,50.04867123443857,29,True,False,1
302.1231716271975,311.0171276896702,1224,57.30403569170399,220,True,False,1
302.92016464133616,312.1002744022269,1399,60.51090552734876,126,False,True,1
302.70084041948365,311.77238905083846,2650,11.656902737290386,23,False,True,1
301.4020524116493,311.0839731128979,1257,70.71662230901484,117,True,False,1
302.20877527324,310.67193818309994,1376,47.187705088730034,169,True,False,1
303.1873213845417,311.3838635803258,1349,51.03084391568209,8,True,False,1
298.03866954548846,308.81281773656576,1396,59.90984317245732,57,True,False,1
303.06907318885004,311.26907318885003,1337,52.10517102160049,172,True,False,1
299.83245141418644,309.13245141418645,1441,62.73636973517269,133,True,False,1
303.184444284452,311.1929292202055,1362,46.73676805493157,29,True,False,1
299.4493510049814,309.6851795891144,2220,14.86791429206647,131,True,False,1
301.03884226142605,311.8609028159893,1335,57.0609028159893,193,True,False,1
303.48055061230326,311.8796329251312,1228,67.6958704077258,142,True,False,1
297.45967483465364,308.1412296771659,1286,61.46401419684392,206,True,False,1
300.3950607236327,310.55910424749743,1435,49.33256581024225,76,False,True,1
301.7460326294658,309.8386248472682,1368,53.25079043830612,14,True,False,1
302.10364836410946,311.2729489414826,1333,66.49209826788059,205,True,False,1
301.5701211310011,311.74804845240044,1458,52.702602063466095,209,True,False,1
301.6348380433955,311.3600762148727,1337,63.45912352896409,191,True,False,1
303.74466387242626,313.0335966469115,1256,58.65794454304396,212,True,False,1
302.8796448876364,310.95150284269096,1362,49.763525584218506,9,True,False,1
298.2791109129211,308.934429576779,2866,4.434429576778964,132,True,False,1
299.6692747906773,309.69921632457573,1416,60.916046772881245,121,True,False,1
299.6964090654799,309.4516230880483,1347,60.100172379211834,191,True,False,1
302.75781615436114,311.1616092310635,1365,53.50138000573833,140,False,True,1
302.0913519217226,310.3,1334,53.82973624825851,60,True,False,1
301.1969539907162,309.553897786709,1296,64.85322655949231,226,True,False,1
299.94613820443163,309.6285145614724,1348,59.79841633631179,192,True,False,1
299.91646261143484,309.0082313057174,1311,60.89755309221931,21,True,False,1
302.8586720549295,311.1010704384506,1373,47.66295380873209,67,True,False,1
302.4,310.6530096404494,1363,54.37708676404462,155,True,False,1
301.61413312622227,311.41419988350003,1368,56.22143333980556,206,True,False,1
303.240868465499,311.4123302162711,1308,53.259131534501016,86,True,False,1
303.14249453158595,311.3194923442203,1351,50.68596062741885,9,True,False,1
298.45912353273064,308.4948207298717,1325,55.91936245297492,204,True,False,1
302.544154728888,310.2,1314,57.708997226590576,88,True,False,1
299.38899695711115,310.67346500677843,1376,53.70744674944545,215,True,False,1
303.45664454024717,311.9699336207415,1365,52.17450215556109,200,True,False,1
300.4715330804107,310.4428998965317,1292,55.899600965704394,217,True,False,1
302.3,310.4055840363704,1362,50.28883192725928,35,True,False,1
303.32658494000447,311.7611332035318,1401,52.7149768258998,207,True,False,1
301.26095732199343,310.6360200837678,1356,61.769268620394044,64,True,False,1
302.19243718189836,310.58109295474594,1348,48.2865577284754,161,True,False,1
300.59609198951307,310.6847547235224,1399,57.911337265990674,191,True,False,1
302.72961676468935,311.7403484999719,1258,68.40689938217598,113,True,False,1
299.7553956901256,309.5375207562215,1392,59.27149973561657,193,True,False,1
302.7,310.5008791596393,1351,41.82505604972001,10,True,False,1
301.4074564060796,311.0768641015199,1357,60.549935559179886,64,True,False,1
300.32297607410527,309.5425211878497,1333,54.51723205557897,205,True,False,1
302.7,310.5959638526866,1359,44.53496980156947,10,True,False,1
303.48847934074115,312.0654380222235,1363,52.6400937012428,198,True,False,1
298.1457945189381,307.74579451893806,2568,12.790841096212382,124,True,False,1
302.3,311.6018836802222,1363,52.76727623249385,121,True,False,1
299.23303589928855,309.98193688434174,2622,12.128193688434175,101,True,False,1
301.30152053762725,310.68948020907726,1355,60.3,206,True,False,1
302.99581835145705,312.4866925647598,1365,59.28403107771175,204,True,False,1
303.6619763070075,312.076047385985,2668,11.197206970706677,70,False,True,1
300.13281103544034,309.7737932619866,1310,67.79508886726866,14,True,False,1
297.2493219579946,308.07264152819096,1399,57.176680429803696,200,True,False,1
302.79005547068397,310.8500924511399,1355,52.77863172312902,106,True,False,1
299.9843877716867,310.37317176179715,1693,29.28779766741967,230,False,True,1
300.32258071379783,311.05253459162765,1255,71.77811058682181,147,True,False,1
300.3942603444233,311.5936561701521,1200,76.570093373574,3,True,False,1
300.0545486104272,310.2041351003884,1433,51.524775887630845,88,True,False,1
303.4783374438126,311.94223318350026,1365,53.93677353912746,29,True,False,1
298.5678660846017,309.4932133915398,1385,47.14832605752146,202,True,False,1
302.27205864193706,310.60441049355944,1374,48.50147839670626,19,False,True,1
303.0017976457808,311.26125563840935,1304,62.05406505528607,218,True,False,1
300.6555210284804,309.8731863663437,1324,71.00693402457891,159,True,False,1
299.90143457827617,309.12918624783265,1313,55.1665100173388,188,True,False,1
303.37684170087107,311.4926331965156,1308,55.852663930312,43,True,False,1
301.848275195016,310.17380752149546,1263,68.0899488697818,195,True,False,1
301.59133362903566,310.413818020526,1343,53.30751117297468,64,True,False,1
300.543427540307,309.9514580496514,1405,61.80767161506247,189,True,False,1
300.21520203908443,308.97789876509165,1310,61.06693322794808,75,True,False,1
301.92456870416555,309.96142176041394,1374,48.39558300729625,179,True,False,1
297.81324578336563,308.2530809055741,1325,74.91683665553012,169,True,False,1
299.1308092067665,309.7889967118691,1398,55.314174352579116,217,True,False,1
300.3199920498363,310.3154224384451,1362,60.29771519430442,205,True,False,1
302.3113451877931,312.2223577403013,1263,70.02202510501631,155,True,False,1
303.13194290392914,311.5531284661594,1242,57.30526956881681,227,True,False,1
300.32464409391326,309.57812729135367,1226,59.835805498408,87,False,True,1
297.70571003425283,307.78775358366175,2815,6.134710579720943,40,True,False,1
301.96906757756415,309.91652695705073,1381,59.29743353205955,145,False,True,1
301.8367626958518,310.67193644201234,1339,61.55884764977817,1,True,False,1
300.6916958659438,310.03612833119763,1404,61.08614180778707,189,True,False,1
301.9539905517753,309.9,1309,56.28106248422459,195,True,False,1
302.29999186307526,312.0399967452301,1452,52.31333767302651,211,True,False,1
298.10094366571013,307.70090263676616,2566,12.8,124,True,False,1
303.0596182669403,311.25961826694027,1338,51.953892271043806,172,True,False,1
302.6924626956506,310.3513025928827,2674,10.85043419762757,82,False,True,1
302.12879340940935,310.02879340940933,1358,46.971571611605924,7,True,False,1
301.2692116841237,309.8072370123711,1371,50.80052209319572,181,True,False,1
302.60785565129333,311.22134383590276,1336,60.77756951789964,1,True,False,1
303.24134126656855,311.9976419702177,1284,69.85276365897582,99,True,False,1
302.6688030518952,312.3688030518952,1469,48.95174058890816,251,True,False,1
301.53022388805556,311.8042049359936,1335,57.004204935993585,191,True,False,1
303.09911903913627,311.6269821619434,1244,58.610018194333364,228,True,False,1
301.53249143985573,310.1823675199848,1331,61.65844448039474,46,True,False,1
299.284659901654,308.6920405900761,1385,53.73806088511413,217,True,False,1
300.0890231857213,309.9231698978071,2814,6.154876473635589,84,True,False,1
303.2307612267691,311.3076642936919,1365,45.91558871738731,29,True,False,1
302.50464695526864,311.23325286868806,1309,59.96502713851758,79,True,False,1
300.88243387590455,310.07316705421755,1317,65.16586040060119,29,True,False,1
299.6,309.43514442139895,1875,23.38432370524007,221,False,True,1
298.76146785986305,309.25129635252836,1287,62.25584363389518,192,True,False,1
300.3197342035194,309.96122508158,2325,14.963941041220444,211,True,False,1
301.9112521637143,310.3977495672571,1370,51.71800346194295,153,True,False,1
302.356781880851,311.7453061865439,1362,61.5229513886141,202,True,False,1
300.0627124367904,309.73440686551857,1380,52.472714125322085,206,True,False,1
302.3360092112748,310.6680046056374,1357,52.75229476079532,156,True,False,1
297.0932017211585,307.61890580668165,2852,4.943282579955083,156,True,False,1
299.3909555428437,310.6010219425619,1376,53.872866628531156,215,True,False,1
296.837867220633,308.1306544167029,1288,61.99819679901748,199,True,False,1
300.3912761379076,309.81409517238444,2597,12.554361931046213,134,True,False,1
302.80632557579514,310.7701209212722,1349,51.75289299413476,6,True,False,1
303.27066769135064,311.41653415308053,1366,47.27972984940785,63,True,False,1
301.14779110516076,309.92955822103215,1325,65.60951873271559,155,True,False,1
303.55012437839883,311.7547489828344,2664,11.318249660944813,72,False,True,1
301.78994954254705,310.21124369281836,1330,60.89642029390372,47,True,False,1
300.51724649750855,309.711398975986,1381,52.64737230629768,216,True,False,1
303.12936127578,311.36592671668427,1373,47.38531936211,61,True,False,1
302.913119032623,311.42019297140644,2666,11.565659151026733,92,False,True,1
302.265161576677,310.469676846646,1348,47.3248339848295,163,True,False,1
301.97829553824863,310.67403438387015,1373,54.72383503894061,124,False,True,1
300.2002843962406,310.07971997042034,1447,49.514920167617944,207,True,False,1
300.3077806372842,309.5068080576237,1581,37.845640962031084,218,False,False,1
300.8377299544642,310.97317675267874,1270,58.03272012142876,196,True,False,1
298.52730925922214,309.70761381168967,1378,62.46060910493517,93,True,False,1
299.9153343776167,310.9900644368913,2162,17.89114419979294,226,True,False,1
302.14930931109166,310.67030364192124,1445,47.939225906025776,225,True,False,1
300.1851718607304,309.8904309883942,1394,47.53250400970461,210,True,False,1
299.3733298072904,309.02208046842344,1329,54.71894389859511,206,True,False,1
302.26358547402185,310.80896368505455,1376,46.954761735407246,167,True,False,1
301.8872994630288,311.09641835489714,1399,53.844297974123464,211,True,False,1
302.1934027605986,310.22395834364085,1364,51.87291643990154,65,False,True,1
300.4188761219489,309.9,1395,46.224495512204356,210,True,False,1
300.1652100412538,309.38067224514094,1243,64.97781534470305,106,False,True,1
296.4878624513637,307.3073499722078,1319,68.2463250138961,23,True,False,1
300.27797024033003,309.29055867442713,1314,53.875530604582785,187,True,False,1
302.5683904642083,310.43678092841657,1322,57.063800251625835,51,True,False,1
303.33924679156183,312.3736042399845,1358,56.9717872421134,194,True,False,1
301.4092729345451,311.13642431151504,1399,57.14734805303112,193,True,False,1
299.20006570469513,309.238517134742,1454,42.40787425915572,208,True,False,1
301.503488678534,311.2284055520119,1363,60.16245843673897,205,True,False,1
299.1261695556504,310.10169367720965,2602,12.206330679261384,90,True,False,1
302.1941122868441,310.19705614342206,1367,48.21462815923915,168,True,False,1
303.86261000352914,312.8084066690194,1361,59.88959006705405,197,True,False,1
300.4323846891885,311.7028459324344,1554,33.48861627026238,210,True,False,1
302.3899909543355,310.5400361826581,1371,45.97024423294239,142,False,True,1
302.7792643493476,311.5377930480428,1271,69.47893088211771,117,True,False,1
300.75723199978444,309.3707048420372,1438,43.21446399956882,229,True,False,1
302.50341478271787,310.46409773926143,1368,49.11199878171348,11,True,False,1
298.59388216426487,308.8204229256476,1283,61.1653171942357,216,True,False,1
299.2024204374639,310.17292693747765,2330,15.396772750048177,204,True,False,1
298.7846196655645,308.81317065473206,1328,69.27638502120837,172,True,False,1
299.6667244762243,309.0334489524487,2539,13.055574825408112,177,True,False,1
303.30698619206845,311.61397238413696,1301,46.21080453888612,218,True,False,1
302.91641677314936,312.0841778913594,2701,10.541494281170934,54,False,True,1
301.5161038559219,310.4025138816502,1382,50.31728200514564,229,True,False,1
300.1865929279271,310.0109882132119,1440,53.46088486487451,97,True,False,1
302.4,310.3,1374,51.28000594437529,162,True,False,1
302.8349868184277,310.8349868184277,1367,47.28402109051563,15,True,False,1
299.10210521509515,308.709473643542,1303,67.99052618084413,43,True,False,1
301.96899080527163,310.6344954026358,1330,67.25467929720293,86,True,False,1
302.6436798670926,310.43229072785357,1358,52.805630069590826,61,False,True,1
299.7854191357036,310.2198052463696,1785,25.995867899849962,220,False,True,1
299.7812961917488,309.0461341677802,1586,37.4639397390179,219,True,False,1
301.9022795107844,309.7654918579046,1298,62.92093623749858,227,True,False,1
302.3237200947124,310.8051196211503,1367,47.759557442764674,133,True,False,1
299.996383404691,309.9173069540799,1466,58.84084594714237,164,True,False,1
303.03537360023586,311.10367248042456,1349,48.037948964387496,9,True,False,1
300.51682606469126,310.7336521293825,2488,13.338942021563748,171,True,False,1
298.87615261493613,309.0837837781566,2860,4.6095389540255445,143,True,False,1
301.7906931148852,311.34751408073015,1362,61.186358068310106,203,True,False,1
304.0382483523806,313.5237620178264,1510,35.36175164761939,205,True,False,1
299.5906852704554,309.7337182722404,1296,63.71359985470544,14,True,False,1
302.9828634502664,311.8885572369007,1251,63.23117785191179,230,True,False,1
299.6632394796787,309.86956408104544,1257,70.08181758781919,112,True,False,1
299.97834485359334,311.13923681455157,1369,57.134905785270234,194,True,False,1
300.37387392110946,310.1246246403698,1304,59.46476458238295,9,True,False,1
300.53168791833673,310.28645983935616,1381,49.904607597048994,211,True,False,1
299.7428330152012,309.6295802037577,1388,55.935771588897055,62,True,False,1
303.3570765731961,311.4856612585569,1364,46.98593965113331,62,True,False,1
299.1497819909313,309.19427488183544,1410,65.1588056863155,193,True,False,1
302.23093696963696,310.5381260607261,1348,47.88954000098996,162,True,False,1
299.8678341680556,309.5257735114087,1408,53.261033388987954,224,True,False,1
302.19598995435746,310.3408020091285,1372,52.173583926971936,157,True,False,1
300.4439013425862,310.42507039190053,1398,54.649915529719344,214,True,False,1
303.3251457882163,311.72514578821625,1314,53.89946986103172,88,True,False,1
303.02377417654293,312.0316989020573,2691,10.31157344458113,10,False,True,1
302.56125537913425,310.93675322748055,1356,54.53216500967876,101,True,False,1
298.6909342001032,309.1309894403302,1284,61.398242080247655,216,True,False,1
301.5597423899439,309.7355937200083,1441,45.611445050072724,232,True,False,1
301.7753894601605,310.5856438517603,2672,11.792480112826826,123,False,True,1
300.82416067013537,310.75147113007284,1283,67.77268954006246,10,True,False,1
302.6233053187985,312.3233053187985,1459,52.8190479021287,252,True,False,1
302.3595442982215,310.9545822733697,1378,49.55802529229311,33,True,False,1
299.44165876107394,308.65832768648136,2549,12.991665537296278,176,True,False,1
301.1270194580028,310.6270194580028,1378,57.192521997074564,204,True,False,1
296.99749025245137,307.85999400150854,1400,57.03850614845374,202,True,False,1
298.71611000232565,309.84833000697694,1190,67.28546020000523,201,True,False,1
301.7063795465884,310.2063795465884,1330,61.203189773294206,46,True,False,1
301.9700013418626,311.50600126518475,1293,68.32000038338931,3,True,False,1
299.99388574386717,310.24312146185054,1457,47.07044776202453,208,True,False,1
298.3122151829973,307.8515822735695,2564,12.830316454713898,133,True,False,1
300.63468273817,311.8979598389312,1371,60.020433718316,211,True,False,1
301.7865330532246,311.1350621195157,1431,47.0366092343563,87,True,False,1
299.7135185636172,310.0905440124868,1427,52.10133083530511,73,True,False,1
301.1898679331518,310.2514315919163,1269,58.27301639409487,196,True,False,1
303.42992331044155,311.91338445970564,1231,68.07557517168836,140,True,False,1
301.3639121818324,311.00245417343774,2710,9.643377860140955,50,False,True,1
302.5832831913843,311.34390748542637,1314,65.7790522636102,44,True,False,1
302.37850645114037,310.177850645114,1325,59.25479160619311,88,True,False,1
300.6009176796182,309.96611847974987,1397,46.14707431906528,209,True,False,1
298.9231239344635,309.20069812465573,1583,34.87225127864381,218,True,False,1
302.19025917449557,311.8529682176409,1256,71.44459657598293,129,True,False,1
302.1202489508498,311.33935117588845,1408,46.705635600618066,208,True,False,1
303.40036418845534,311.6406555392196,1312,54.79654020967422,87,True,False,1
300.8656191617541,310.69727365258814,1269,62.60984371153891,202,True,False,1
302.0967438873384,310.43934877746767,1370,49.33907335193932,149,False,True,1
302.89787024200655,310.8561664356118,1351,46.548885808156896,9,True,False,1
298.2209892961007,308.493831147673,1423,60.667857375596554,22,True,False,1
301.4125012070616,311.3449985515261,1452,49.2449792385405,208,True,False,1
299.2245533202095,308.9754466797905,2567,12.752097988188542,157,True,False,1
300.1808393765535,310.0844057210205,1286,62.440979049115676,187,True,False,1
302.882573051354,311.3217153675693,1337,61.809123383752194,190,True,False,1
302.4347444608197,310.504233382459,1324,50.85849236879793,123,False,True,1
300.6206642404171,310.0404226984473,2671,11.008084539689456,79,False,True,1
302.3184785408166,310.71847854081665,1345,47.664047210361474,107,True,False,1
299.44116615944625,309.4034906482745,1430,60.277905611035294,128,True,False,1
302.4496156815874,310.98549467519274,1365,50.0671461662589,133,False,True,1
300.79543044531306,310.0166489932296,1378,53.98335100677041,207,True,False,1
302.8221383516116,311.01575919147297,1306,59.59662171105686,207,True,False,1
299.61222571803034,308.9894478838686,1510,31.911113366471206,208,True,False,1
302.95775590596116,311.35775590596114,1321,55.23543306923206,92,True,False,1
302.83997566246586,310.8913903267321,1341,49.81402495499147,170,True,False,1
302.75728538255515,311.8470677270737,1357,57.24891172259279,194,True,False,1
298.97673286178457,308.2949603542557,2324,14.22398147487718,179,True,False,1
301.64868632805826,310.8708076415473,1332,64.03368465548836,205,True,False,1
298.711503245731,308.7607058423159,1280,60.46637256570171,213,True,False,1
303.10867504459776,311.60867504459776,1316,61.90433752229888,42,True,False,1
301.8301171108494,309.9,1313,52.73002384435022,191,True,False,1
301.71265274600785,310.2653965802283,1369,56.64771160684263,51,False,True,1
298.0890303756821,308.52848972021826,1428,38.19144767376522,220,True,False,1
302.9510118487063,310.9518213276713,1349,46.46882038593724,9,True,False,1
303.354169721611,312.7433357772888,1258,63.9607972849902,222,True,False,1
302.54701373551785,311.8587819097088,1278,65.246954774272,173,True,False,1
301.11796831434356,309.85546857251035,1449,46.37851713366206,209,True,False,1
301.4242372844937,310.29523001849014,1269,58.3085955974236,192,True,False,1
303.27566694026916,311.4017785073845,1363,48.66734044699883,29,True,False,1
302.0593148374147,309.9675113256613,1359,56.22771799901845,57,False,True,1
302.3581123214723,310.9528293831566,1378,48.893213749694134,34,True,False,1
302.27186549473464,310.2621713410489,1278,58.83604004525072,148,True,False,1
300.4633975393203,310.5042308018906,1498,47.89106830711983,228,True,False,1
300.58551725493123,310.7429884967125,1260,68.69444433527599,148,True,False,1
302.46608048519045,310.30212438620345,1345,61.61304149454973,105,True,False,1
303.73020133525046,312.2557046733766,1237,67.38590600862705,152,True,False,1
300.2988373247421,309.4149501001474,1419,51.11204341200263,230,True,False,1
297.80609369719207,308.90609369719203,1410,56.77190909697821,54,True,False,1
300.95160817984566,310.6392942553914,1293,54.066586949680264,217,True,False,1
302.12876689419807,310.21506757679225,1378,47.99863174061357,166,True,False,1
300.6787443466673,311.67966850550783,2097,18.866730281740146,230,True,False,1
299.6098189186104,309.4796073774395,1416,64.56812658924285,186,True,False,1
299.5295222375343,310.7,1889,23.951919302807717,208,False,True,1
302.33316169355714,310.7544050220013,1368,53.472025110006555,150,True,False,1
300.5196967303084,309.2956937043079,1437,42.73939346061673,228,True,False,1
301.336777501304,311.44870843701096,1270,62.771464223721715,188,True,False,1
302.1265195595265,310.35782681349116,2663,11.241915077775253,89,False,True,1
301.2304093410384,310.65653021965386,2639,12.078284615030844,98,False,True,1
297.9357350282406,308.3236050162597,1325,74.82032997774985,169,True,False,1
302.186271153746,311.2555238635772,1636,33.66657159073161,229,True,False,1
298.0848309639034,309.25603870487924,1369,51.96966192780686,223,True,False,1
300.36834324331477,309.9,1395,46.426627026740924,210,True,False,1
301.04847032740884,311.87361939250536,1371,59.07115630770921,210,True,False,1
300.2782741164589,309.89517202587973,1393,46.69517202587976,209,True,False,1
297.88106263573525,308.40378747285297,1415,61.884850108588196,41,False,True,1
300.5403164255128,309.98649365105126,1316,64.48371521703848,34,True,False,1
302.140842456598,310.0556942589973,1354,45.586396528576294,5,False,True,1
299.2410529196907,308.5410529196907,1380,51.71369343010161,219,True,False,1
302.8691858574925,311.9105376253059,1359,60.285488970922735,197,True,False,1
302.5839385366921,310.8986188618716,1334,52.94404097553863,164,True,False,1
302.48558012597243,310.1927900629862,1328,50.751408677289746,146,False,True,1
301.50756635712855,310.4679722513651,1335,68.93865046430716,190,True,False,1
302.36770212666363,310.49378724001826,1375,50.65902121982629,162,True,False,1
302.01862718182855,310.3762745636343,1370,51.58137281817143,155,True,False,1
301.96263361236606,311.3151603348393,1443,46.348542176455375,209,True,False,1
297.06193680723106,307.8645894310602,2210,14.95309472780065,123,True,False,1
302.85595054877143,310.66071098778855,1320,59.96846978667149,90,True,False,1
297.10515073149276,308.5083699386757,1327,69.96062338370378,27,True,False,1
301.8101700916813,310.64406828959534,1382,50.30677963958281,230,True,False,1
302.15283859912006,310.98698701938406,1309,62.23419103567575,78,True,False,1
301.8358209099303,310.2,1331,58.153731020133975,48,True,False,1
301.3393600339373,309.92100426976054,1441,39.9736068316169,213,True,False,1
302.62520236570674,312.397713165355,1362,57.16946168678831,192,True,False,1
303.3440448593674,311.97063676042177,1236,68.71966355474477,136,True,False,1
300.81171032489135,310.1560625826003,1310,72.79057129681033,48,True,False,1
298.89758645121793,308.72974811397677,1258,69.3380902232643,116,True,False,1
302.2949136003381,310.41017279932385,1349,46.83392559442182,164,True,False,1
301.231892235861,309.7701933450237,1343,58.32787320473945,119,False,True,1
297.9482564051961,308.66829568764916,1368,50.27337916286189,219,True,False,1
302.4922906181409,310.9427189171331,1321,49.538435927211346,73,True,False,1
300.0578454089693,309.1156719639958,1219,62.05296525406973,82,False,True,1
297.3404680414351,308.07096724829944,1258,69.09853354483617,108,True,False,1
299.4640795057416,310.58996687260765,1722,27.77023189174642,226,False,True,1
300.34329967361936,310.69935606641087,1367,56.261146885199395,204,True,False,1
299.7477000391825,309.535681907233,1897,22.79577256698057,225,True,False,1
302.9519801062424,311.1173267020808,1367,47.41650191529978,30,True,False,1
302.7634299047227,311.2422866031485,1337,63.238841143327,191,True,False,1
302.9067299478325,311.1496788483142,1335,52.728846701445015,169,True,False,1
299.1746956897464,309.1983557471651,1268,64.91479827551382,191,True,False,1
298.4977458089184,307.98410414922745,2561,12.856820829845487,140,True,False,1
303.39499463772916,312.6245589225516,2522,12.823910712056145,7,True,False,1
300.53966444189797,309.70699886662726,1378,56.79933643961414,119,True,False,1
298.1756209660551,308.225206988685,1423,63.49668818103972,19,True,False,1
301.8183330119329,310.75458325298325,1381,50.981251205251645,224,True,False,1
300.6723200467064,310.2353513829097,1441,59.778789170254164,139,True,False,1
302.63547856308827,312.1623624951348,1449,52.04085534949758,213,True,False,1
301.5663203304293,310.5876140431405,1421,51.01836668195671,108,True,False,1
299.04794569666996,309.97998248279674,1437,45.39995620699189,38,True,False,1
297.0089825752572,307.86287802680044,1316,59.69092735678899,200,True,False,1
303.1907537213531,311.26335669843553,1315,56.78783964714588,88,True,False,1
299.89809065521484,309.4980906552148,2608,12.44038186895704,110,True,False,1
300.8112266247451,309.8531025237933,1556,38.37186151427602,209,False,False,1
300.70458116923686,310.91134067691917,2604,12.284078153843986,45,True,False,1
299.6755056159772,310.9107865165682,1229,65.1568539337273,207,True,False,1
302.94172674480535,311.0384174427275,1360,50.545756984547644,9,True,False,1
296.9047394753803,308.05616131799445,2853,4.893364734467507,165,True,False,1
303.0747746592785,311.2598197274228,1372,47.945766158453196,64,True,False,1
303.43115181583323,311.8103839386111,1317,51.08691089499967,68,True,False,1
302.51464126410076,312.1258565056403,1451,52.198857992479596,212,True,False,1
298.7556553557019,308.8535988627194,2676,10.770719772543881,84,False,True,1
301.5267957368757,310.63902918044636,2657,11.956116721785296,114,False,True,1
302.6196482652403,312.3196482652403,1458,53.129897454575186,252,True,False,1
299.52628713696873,309.42800331959364,1257,70.00343236524992,126,True,False,1
298.4339303603786,309.1339303603786,1268,69.07021292611226,192,True,False,1
